SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test1,1-Compress,0.000,4.25,-0,-0.007,,0,-89.1268,,0,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.033,4.248,0.002,0.027,,0.000470588,343.775,,0.0470588,0.343775,,,,7.85398e-5
Test1,1-Compress,0.067,4.245,0.005,0.014,,0.00117647,178.254,,0.117647,0.178254,,,,7.85398e-5
Test1,1-Compress,0.100,4.242,0.008,0.007,,0.00188235,89.1268,,0.188235,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.133,4.24,0.01,-0.007,,0.00235294,-89.1268,,0.235294,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.167,4.237,0.013,-0.007,,0.00305882,-89.1268,,0.305882,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.200,4.234,0.016,-0.007,,0.00376471,-89.1268,,0.376471,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.233,4.231,0.019,0.007,,0.00447059,89.1268,,0.447059,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.267,4.228,0.022,0.014,,0.00517647,178.254,,0.517647,0.178254,,,,7.85398e-5
Test1,1-Compress,0.300,4.225,0.025,0.014,,0.00588235,178.254,,0.588235,0.178254,,,,7.85398e-5
Test1,1-Compress,0.333,4.223,0.027,0.000,,0.00635294,0,,0.635294,0,,,,7.85398e-5
Test1,1-Compress,0.367,4.219,0.031,0.007,,0.00729412,89.1268,,0.729412,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.400,4.217,0.033,0.007,,0.00776471,89.1268,,0.776471,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.433,4.214,0.036,0.007,,0.00847059,89.1268,,0.847059,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.467,4.211,0.039,0.014,,0.00917647,178.254,,0.917647,0.178254,,,,7.85398e-5
Test1,1-Compress,0.500,4.208,0.042,0.000,,0.00988235,0,,0.988235,0,,,,7.85398e-5
Test1,1-Compress,0.533,4.206,0.044,0.007,,0.0103529,89.1268,,1.03529,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.567,4.202,0.048,0.027,,0.0112941,343.775,,1.12941,0.343775,,,,7.85398e-5
Test1,1-Compress,0.600,4.2,0.05,0.020,,0.0117647,254.648,,1.17647,0.254648,,,,7.85398e-5
Test1,1-Compress,0.633,4.198,0.052,0.014,,0.0122353,178.254,,1.22353,0.178254,,,,7.85398e-5
Test1,1-Compress,0.667,4.194,0.056,0.014,,0.0131765,178.254,,1.31765,0.178254,,,,7.85398e-5
Test1,1-Compress,0.700,4.191,0.059,0.007,,0.0138824,89.1268,,1.38824,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.733,4.189,0.061,-0.014,,0.0143529,-178.254,,1.43529,-0.178254,,,,7.85398e-5
Test1,1-Compress,0.767,4.185,0.065,0.007,,0.0152941,89.1268,,1.52941,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.800,4.183,0.067,0.020,,0.0157647,254.648,,1.57647,0.254648,,,,7.85398e-5
Test1,1-Compress,0.833,4.18,0.07,0.014,,0.0164706,178.254,,1.64706,0.178254,,,,7.85398e-5
Test1,1-Compress,0.867,4.177,0.073,0.014,,0.0171765,178.254,,1.71765,0.178254,,,,7.85398e-5
Test1,1-Compress,0.900,4.175,0.075,0.014,,0.0176471,178.254,,1.76471,0.178254,,,,7.85398e-5
Test1,1-Compress,0.933,4.172,0.078,0.020,,0.0183529,254.648,,1.83529,0.254648,,,,7.85398e-5
Test1,1-Compress,0.967,4.169,0.081,0.007,,0.0190588,89.1268,,1.90588,0.0891268,,,,7.85398e-5
Test1,1-Compress,1.000,4.166,0.084,0.000,,0.0197647,0,,1.97647,0,,,,7.85398e-5
Test1,1-Compress,1.033,4.163,0.087,0.014,,0.0204706,178.254,,2.04706,0.178254,,,,7.85398e-5
Test1,1-Compress,1.067,4.16,0.09,0.020,,0.0211765,254.648,,2.11765,0.254648,,,,7.85398e-5
Test1,1-Compress,1.100,4.157,0.093,0.000,,0.0218824,0,,2.18824,0,,,,7.85398e-5
