SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test1,1-Compress,0.000,3.363,-0,-0.003,,0,-38.1972,,0,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.033,3.361,0.002,-0.003,,0.000594707,-38.1972,,0.0594707,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.067,3.359,0.004,-0.009,,0.00118941,-114.592,,0.118941,-0.114592,,,,7.85398e-5
Test1,1-Compress,0.100,3.357,0.006,-0.003,,0.00178412,-38.1972,,0.178412,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.133,3.355,0.008,0.011,,0.00237883,140.056,,0.237883,0.140056,,,,7.85398e-5
Test1,1-Compress,0.167,3.352,0.011,0.018,,0.00327089,229.183,,0.327089,0.229183,,,,7.85398e-5
Test1,1-Compress,0.200,3.35,0.013,0.011,,0.0038656,140.056,,0.38656,0.140056,,,,7.85398e-5
Test1,1-Compress,0.233,3.348,0.015,0.004,,0.0044603,50.9296,,0.44603,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.267,3.346,0.017,-0.003,,0.00505501,-38.1972,,0.505501,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.300,3.343,0.02,-0.003,,0.00594707,-38.1972,,0.594707,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.333,3.341,0.022,-0.003,,0.00654178,-38.1972,,0.654178,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.367,3.339,0.024,-0.003,,0.00713649,-38.1972,,0.713649,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.400,3.336,0.027,-0.003,,0.00802855,-38.1972,,0.802855,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.433,3.334,0.029,0.004,,0.00862325,50.9296,,0.862325,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.467,3.332,0.031,0.004,,0.00921796,50.9296,,0.921796,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.500,3.33,0.033,0.011,,0.00981267,140.056,,0.981267,0.140056,,,,7.85398e-5
Test1,1-Compress,0.533,3.328,0.035,0.004,,0.0104074,50.9296,,1.04074,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.567,3.325,0.038,-0.003,,0.0112994,-38.1972,,1.12994,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.600,3.323,0.04,-0.003,,0.0118941,-38.1972,,1.18941,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.633,3.321,0.042,-0.003,,0.0124888,-38.1972,,1.24888,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.667,3.318,0.045,-0.003,,0.0133809,-38.1972,,1.33809,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.700,3.317,0.046,-0.003,,0.0136783,-38.1972,,1.36783,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.733,3.315,0.048,0.004,,0.014273,50.9296,,1.4273,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.767,3.312,0.051,0.004,,0.015165,50.9296,,1.5165,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.800,3.31,0.053,0.011,,0.0157597,140.056,,1.57597,0.140056,,,,7.85398e-5
Test1,1-Compress,0.833,3.308,0.055,0.011,,0.0163544,140.056,,1.63544,0.140056,,,,7.85398e-5
Test1,1-Compress,0.867,3.305,0.058,0.004,,0.0172465,50.9296,,1.72465,0.0509296,,,,7.85398e-5
Test1,1-Compress,0.900,3.303,0.06,-0.003,,0.0178412,-38.1972,,1.78412,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.933,3.301,0.062,-0.003,,0.0184359,-38.1972,,1.84359,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.967,3.298,0.065,-0.003,,0.019328,-38.1972,,1.9328,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.000,3.296,0.067,-0.003,,0.0199227,-38.1972,,1.99227,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.033,3.294,0.069,-0.003,,0.0205174,-38.1972,,2.05174,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.067,3.291,0.072,0.004,,0.0214095,50.9296,,2.14095,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.100,3.289,0.074,0.004,,0.0220042,50.9296,,2.20042,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.133,3.287,0.076,0.004,,0.0225989,50.9296,,2.25989,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.167,3.285,0.078,0.004,,0.0231936,50.9296,,2.31936,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.200,3.283,0.08,-0.003,,0.0237883,-38.1972,,2.37883,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.233,3.281,0.082,-0.003,,0.024383,-38.1972,,2.4383,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.267,3.278,0.085,-0.003,,0.0252751,-38.1972,,2.52751,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.300,3.276,0.087,-0.003,,0.0258698,-38.1972,,2.58698,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.333,3.274,0.089,-0.003,,0.0264645,-38.1972,,2.64645,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.367,3.271,0.092,0.004,,0.0273565,50.9296,,2.73565,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.400,3.269,0.094,0.004,,0.0279512,50.9296,,2.79512,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.433,3.267,0.096,0.011,,0.0285459,140.056,,2.85459,0.140056,,,,7.85398e-5
Test1,1-Compress,1.467,3.264,0.099,0.011,,0.029438,140.056,,2.9438,0.140056,,,,7.85398e-5
Test1,1-Compress,1.500,3.262,0.101,0.004,,0.0300327,50.9296,,3.00327,0.0509296,,,,7.85398e-5
Test1,1-Compress,1.533,3.26,0.103,-0.003,,0.0306274,-38.1972,,3.06274,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.567,3.258,0.105,-0.003,,0.0312221,-38.1972,,3.12221,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.600,3.256,0.107,-0.003,,0.0318168,-38.1972,,3.18168,-0.0381972,,,,7.85398e-5
Test1,1-Compress,1.633,3.254,0.109,-0.003,,0.0324115,-38.1972,,3.24115,-0.0381972,,,,7.85398e-5
