SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test1,1-Compress,0.000,2.689,-0,0.027,,0,343.775,,0,0.343775,,,,7.85398e-5
Test1,1-Compress,0.033,2.688,0.001,0.027,,0.000371885,343.775,,0.0371885,0.343775,,,,7.85398e-5
Test1,1-Compress,0.067,2.686,0.003,0.027,,0.00111566,343.775,,0.111566,0.343775,,,,7.85398e-5
Test1,1-Compress,0.100,2.684,0.005,0.027,,0.00185943,343.775,,0.185943,0.343775,,,,7.85398e-5
Test1,1-Compress,0.133,2.682,0.007,0.027,,0.0026032,343.775,,0.26032,0.343775,,,,7.85398e-5
Test1,1-Compress,0.167,2.68,0.009,0.027,,0.00334697,343.775,,0.334697,0.343775,,,,7.85398e-5
Test1,1-Compress,0.200,2.678,0.011,0.034,,0.00409074,432.902,,0.409074,0.432902,,,,7.85398e-5
Test1,1-Compress,0.233,2.677,0.012,0.034,,0.00446263,432.902,,0.446263,0.432902,,,,7.85398e-5
Test1,1-Compress,0.267,2.675,0.014,0.027,,0.0052064,343.775,,0.52064,0.343775,,,,7.85398e-5
Test1,1-Compress,0.300,2.673,0.016,0.027,,0.00595017,343.775,,0.595017,0.343775,,,,7.85398e-5
Test1,1-Compress,0.333,2.672,0.017,0.027,,0.00632205,343.775,,0.632205,0.343775,,,,7.85398e-5
Test1,1-Compress,0.367,2.669,0.02,0.027,,0.00743771,343.775,,0.743771,0.343775,,,,7.85398e-5
Test1,1-Compress,0.400,2.668,0.021,0.027,,0.00780959,343.775,,0.780959,0.343775,,,,7.85398e-5
Test1,1-Compress,0.433,2.666,0.023,0.027,,0.00855337,343.775,,0.855337,0.343775,,,,7.85398e-5
Test1,1-Compress,0.467,2.664,0.025,0.027,,0.00929714,343.775,,0.929714,0.343775,,,,7.85398e-5
Test1,1-Compress,0.500,2.662,0.027,0.027,,0.0100409,343.775,,1.00409,0.343775,,,,7.85398e-5
Test1,1-Compress,0.533,2.661,0.028,0.034,,0.0104128,432.902,,1.04128,0.432902,,,,7.85398e-5
Test1,1-Compress,0.567,2.658,0.031,0.034,,0.0115284,432.902,,1.15284,0.432902,,,,7.85398e-5
Test1,1-Compress,0.600,2.657,0.032,0.027,,0.0119003,343.775,,1.19003,0.343775,,,,7.85398e-5
Test1,1-Compress,0.633,2.655,0.034,0.027,,0.0126441,343.775,,1.26441,0.343775,,,,7.85398e-5
Test1,1-Compress,0.667,2.653,0.036,0.027,,0.0133879,343.775,,1.33879,0.343775,,,,7.85398e-5
Test1,1-Compress,0.700,2.652,0.037,0.027,,0.0137598,343.775,,1.37598,0.343775,,,,7.85398e-5
Test1,1-Compress,0.733,2.65,0.039,0.027,,0.0145035,343.775,,1.45035,0.343775,,,,7.85398e-5
Test1,1-Compress,0.767,2.648,0.041,0.027,,0.0152473,343.775,,1.52473,0.343775,,,,7.85398e-5
Test1,1-Compress,0.800,2.646,0.043,0.027,,0.0159911,343.775,,1.59911,0.343775,,,,7.85398e-5
Test1,1-Compress,0.833,2.645,0.044,0.034,,0.016363,432.902,,1.6363,0.432902,,,,7.85398e-5
Test1,1-Compress,0.867,2.643,0.046,0.034,,0.0171067,432.902,,1.71067,0.432902,,,,7.85398e-5
Test1,1-Compress,0.900,2.641,0.048,0.027,,0.0178505,343.775,,1.78505,0.343775,,,,7.85398e-5
Test1,1-Compress,0.933,2.639,0.05,0.027,,0.0185943,343.775,,1.85943,0.343775,,,,7.85398e-5
Test1,1-Compress,0.967,2.637,0.052,0.027,,0.019338,343.775,,1.9338,0.343775,,,,7.85398e-5
Test1,1-Compress,1.000,2.635,0.054,0.027,,0.0200818,343.775,,2.00818,0.343775,,,,7.85398e-5
Test1,1-Compress,1.033,2.634,0.055,0.027,,0.0204537,343.775,,2.04537,0.343775,,,,7.85398e-5
Test1,1-Compress,1.067,2.631,0.058,0.027,,0.0215694,343.775,,2.15694,0.343775,,,,7.85398e-5
Test1,1-Compress,1.100,2.63,0.059,0.027,,0.0219412,343.775,,2.19412,0.343775,,,,7.85398e-5
Test1,1-Compress,1.133,2.628,0.061,0.027,,0.022685,343.775,,2.2685,0.343775,,,,7.85398e-5
Test1,1-Compress,1.167,2.626,0.063,0.027,,0.0234288,343.775,,2.34288,0.343775,,,,7.85398e-5
Test1,1-Compress,1.200,2.625,0.064,0.027,,0.0238007,343.775,,2.38007,0.343775,,,,7.85398e-5
Test1,1-Compress,1.233,2.623,0.066,0.027,,0.0245444,343.775,,2.45444,0.343775,,,,7.85398e-5
Test1,1-Compress,1.267,2.621,0.068,0.027,,0.0252882,343.775,,2.52882,0.343775,,,,7.85398e-5
Test1,1-Compress,1.300,2.62,0.069,0.027,,0.0256601,343.775,,2.56601,0.343775,,,,7.85398e-5
Test1,1-Compress,1.333,2.618,0.071,0.027,,0.0264039,343.775,,2.64039,0.343775,,,,7.85398e-5
