SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test7,1-Compress,0.000,4.819,-0,0.013,,0,165.521,,0,0.165521,,,,7.85398e-5
Test7,1-Compress,0.033,4.818,0.001,0.013,,0.000207512,165.521,,0.0207512,0.165521,,,,7.85398e-5
Test7,1-Compress,0.067,4.814,0.005,0.013,,0.00103756,165.521,,0.103756,0.165521,,,,7.85398e-5
Test7,1-Compress,0.100,4.811,0.008,0.006,,0.0016601,76.3944,,0.16601,0.0763944,,,,7.85398e-5
Test7,1-Compress,0.133,4.808,0.011,0.006,,0.00228263,76.3944,,0.228263,0.0763944,,,,7.85398e-5
Test7,1-Compress,0.167,4.804,0.015,0.013,,0.00311268,165.521,,0.311268,0.165521,,,,7.85398e-5
Test7,1-Compress,0.200,4.801,0.018,0.013,,0.00373521,165.521,,0.373521,0.165521,,,,7.85398e-5
Test7,1-Compress,0.233,4.799,0.02,0.013,,0.00415024,165.521,,0.415024,0.165521,,,,7.85398e-5
Test7,1-Compress,0.267,4.795,0.024,0.013,,0.00498029,165.521,,0.498029,0.165521,,,,7.85398e-5
Test7,1-Compress,0.300,4.792,0.027,0.013,,0.00560282,165.521,,0.560282,0.165521,,,,7.85398e-5
Test7,1-Compress,0.333,4.789,0.03,0.013,,0.00622536,165.521,,0.622536,0.165521,,,,7.85398e-5
Test7,1-Compress,0.367,4.785,0.034,0.013,,0.00705541,165.521,,0.705541,0.165521,,,,7.85398e-5
Test7,1-Compress,0.400,4.782,0.037,0.013,,0.00767794,165.521,,0.767794,0.165521,,,,7.85398e-5
Test7,1-Compress,0.433,4.779,0.04,0.013,,0.00830048,165.521,,0.830048,0.165521,,,,7.85398e-5
Test7,1-Compress,0.467,4.775,0.044,0.013,,0.00913053,165.521,,0.913053,0.165521,,,,7.85398e-5
Test7,1-Compress,0.500,4.772,0.047,0.006,,0.00975306,76.3944,,0.975306,0.0763944,,,,7.85398e-5
Test7,1-Compress,0.533,4.769,0.05,0.006,,0.0103756,76.3944,,1.03756,0.0763944,,,,7.85398e-5
Test7,1-Compress,0.567,4.766,0.053,0.020,,0.0109981,254.648,,1.09981,0.254648,,,,7.85398e-5
Test7,1-Compress,0.600,4.763,0.056,0.020,,0.0116207,254.648,,1.16207,0.254648,,,,7.85398e-5
Test7,1-Compress,0.633,4.76,0.059,0.020,,0.0122432,254.648,,1.22432,0.254648,,,,7.85398e-5
Test7,1-Compress,0.667,4.756,0.063,0.013,,0.0130733,165.521,,1.30733,0.165521,,,,7.85398e-5
Test7,1-Compress,0.700,4.753,0.066,0.013,,0.0136958,165.521,,1.36958,0.165521,,,,7.85398e-5
Test7,1-Compress,0.733,4.75,0.069,0.013,,0.0143183,165.521,,1.43183,0.165521,,,,7.85398e-5
Test7,1-Compress,0.767,4.746,0.073,0.013,,0.0151484,165.521,,1.51484,0.165521,,,,7.85398e-5
Test7,1-Compress,0.800,4.743,0.076,0.013,,0.0157709,165.521,,1.57709,0.165521,,,,7.85398e-5
Test7,1-Compress,0.833,4.74,0.079,0.013,,0.0163934,165.521,,1.63934,0.165521,,,,7.85398e-5
Test7,1-Compress,0.867,4.736,0.083,0.020,,0.0172235,254.648,,1.72235,0.254648,,,,7.85398e-5
Test7,1-Compress,0.900,4.734,0.085,0.013,,0.0176385,165.521,,1.76385,0.165521,,,,7.85398e-5
Test7,1-Compress,0.933,4.731,0.088,0.013,,0.0182611,165.521,,1.82611,0.165521,,,,7.85398e-5
Test7,1-Compress,0.967,4.727,0.092,0.013,,0.0190911,165.521,,1.90911,0.165521,,,,7.85398e-5
Test7,1-Compress,1.000,4.724,0.095,0.013,,0.0197136,165.521,,1.97136,0.165521,,,,7.85398e-5
Test7,1-Compress,1.033,4.721,0.098,0.013,,0.0203362,165.521,,2.03362,0.165521,,,,7.85398e-5
Test7,1-Compress,1.067,4.717,0.102,0.013,,0.0211662,165.521,,2.11662,0.165521,,,,7.85398e-5
Test7,1-Compress,1.100,4.714,0.105,0.013,,0.0217888,165.521,,2.17888,0.165521,,,,7.85398e-5
Test7,1-Compress,1.133,4.711,0.108,0.013,,0.0224113,165.521,,2.24113,0.165521,,,,7.85398e-5
Test7,1-Compress,1.167,4.707,0.112,0.013,,0.0232413,165.521,,2.32413,0.165521,,,,7.85398e-5
Test7,1-Compress,1.200,4.705,0.114,0.020,,0.0236564,254.648,,2.36564,0.254648,,,,7.85398e-5
Test7,1-Compress,1.233,4.702,0.117,0.020,,0.0242789,254.648,,2.42789,0.254648,,,,7.85398e-5
Test7,1-Compress,1.267,4.698,0.121,0.020,,0.0251089,254.648,,2.51089,0.254648,,,,7.85398e-5
Test7,1-Compress,1.300,4.695,0.124,0.013,,0.0257315,165.521,,2.57315,0.165521,,,,7.85398e-5
Test7,1-Compress,1.333,4.692,0.127,0.013,,0.026354,165.521,,2.6354,0.165521,,,,7.85398e-5
Test7,1-Compress,1.367,4.688,0.131,0.013,,0.0271841,165.521,,2.71841,0.165521,,,,7.85398e-5
Test7,1-Compress,1.400,4.685,0.134,0.013,,0.0278066,165.521,,2.78066,0.165521,,,,7.85398e-5
Test7,1-Compress,1.433,4.682,0.137,0.013,,0.0284291,165.521,,2.84291,0.165521,,,,7.85398e-5
Test7,1-Compress,1.467,4.678,0.141,0.020,,0.0292592,254.648,,2.92592,0.254648,,,,7.85398e-5
Test7,1-Compress,1.500,4.676,0.143,0.020,,0.0296742,254.648,,2.96742,0.254648,,,,7.85398e-5
Test7,1-Compress,1.533,4.673,0.146,0.020,,0.0302967,254.648,,3.02967,0.254648,,,,7.85398e-5
Test7,1-Compress,1.567,4.669,0.15,0.013,,0.0311268,165.521,,3.11268,0.165521,,,,7.85398e-5
Test7,1-Compress,1.600,4.666,0.153,0.013,,0.0317493,165.521,,3.17493,0.165521,,,,7.85398e-5
Test7,1-Compress,1.633,4.663,0.156,0.013,,0.0323719,165.521,,3.23719,0.165521,,,,7.85398e-5
Test7,1-Compress,1.667,4.659,0.16,0.013,,0.0332019,165.521,,3.32019,0.165521,,,,7.85398e-5
Test7,1-Compress,1.700,4.657,0.162,0.013,,0.0336169,165.521,,3.36169,0.165521,,,,7.85398e-5
Test7,1-Compress,1.733,4.653,0.166,0.013,,0.034447,165.521,,3.4447,0.165521,,,,7.85398e-5
Test7,1-Compress,1.767,4.65,0.169,0.020,,0.0350695,254.648,,3.50695,0.254648,,,,7.85398e-5
Test7,1-Compress,1.800,4.647,0.172,0.020,,0.0356921,254.648,,3.56921,0.254648,,,,7.85398e-5
Test7,1-Compress,1.833,4.644,0.175,0.027,,0.0363146,343.775,,3.63146,0.343775,,,,7.85398e-5
Test7,1-Compress,1.867,4.64,0.179,0.027,,0.0371446,343.775,,3.71446,0.343775,,,,7.85398e-5
Test7,1-Compress,1.900,4.637,0.182,0.027,,0.0377672,343.775,,3.77672,0.343775,,,,7.85398e-5
Test7,1-Compress,1.933,4.634,0.185,0.013,,0.0383897,165.521,,3.83897,0.165521,,,,7.85398e-5
Test7,1-Compress,1.967,4.63,0.189,0.013,,0.0392198,165.521,,3.92198,0.165521,,,,7.85398e-5
Test7,1-Compress,2.000,4.628,0.191,0.013,,0.0396348,165.521,,3.96348,0.165521,,,,7.85398e-5
Test7,1-Compress,2.033,4.625,0.194,0.013,,0.0402573,165.521,,4.02573,0.165521,,,,7.85398e-5
Test7,1-Compress,2.067,4.621,0.198,0.013,,0.0410874,165.521,,4.10874,0.165521,,,,7.85398e-5
Test7,1-Compress,2.100,4.618,0.201,0.013,,0.0417099,165.521,,4.17099,0.165521,,,,7.85398e-5
Test7,1-Compress,2.133,4.615,0.204,0.013,,0.0423324,165.521,,4.23324,0.165521,,,,7.85398e-5
Test7,1-Compress,2.167,4.611,0.208,0.020,,0.0431625,254.648,,4.31625,0.254648,,,,7.85398e-5
Test7,1-Compress,2.200,4.608,0.211,0.020,,0.043785,254.648,,4.3785,0.254648,,,,7.85398e-5
Test7,1-Compress,2.233,4.605,0.214,0.020,,0.0444076,254.648,,4.44076,0.254648,,,,7.85398e-5
Test7,1-Compress,2.267,4.601,0.218,0.013,,0.0452376,165.521,,4.52376,0.165521,,,,7.85398e-5
Test7,1-Compress,2.300,4.599,0.22,0.013,,0.0456526,165.521,,4.56526,0.165521,,,,7.85398e-5
Test7,1-Compress,2.333,4.596,0.223,0.013,,0.0462752,165.521,,4.62752,0.165521,,,,7.85398e-5
Test7,1-Compress,2.367,4.592,0.227,0.013,,0.0471052,165.521,,4.71052,0.165521,,,,7.85398e-5
Test7,1-Compress,2.400,4.589,0.23,0.013,,0.0477277,165.521,,4.77277,0.165521,,,,7.85398e-5
Test7,1-Compress,2.433,4.586,0.233,0.020,,0.0483503,254.648,,4.83503,0.254648,,,,7.85398e-5
Test7,1-Compress,2.467,4.582,0.237,0.020,,0.0491803,254.648,,4.91803,0.254648,,,,7.85398e-5
Test7,1-Compress,2.500,4.579,0.24,0.020,,0.0498029,254.648,,4.98029,0.254648,,,,7.85398e-5
Test7,1-Compress,2.533,4.576,0.243,0.020,,0.0504254,254.648,,5.04254,0.254648,,,,7.85398e-5
Test7,1-Compress,2.567,4.572,0.247,0.013,,0.0512554,165.521,,5.12554,0.165521,,,,7.85398e-5
Test7,1-Compress,2.600,4.57,0.249,0.013,,0.0516705,165.521,,5.16705,0.165521,,,,7.85398e-5
Test7,1-Compress,2.633,4.567,0.252,0.013,,0.052293,165.521,,5.2293,0.165521,,,,7.85398e-5
Test7,1-Compress,2.667,4.563,0.256,0.013,,0.0531231,165.521,,5.31231,0.165521,,,,7.85398e-5
Test7,1-Compress,2.700,4.56,0.259,0.013,,0.0537456,165.521,,5.37456,0.165521,,,,7.85398e-5
Test7,1-Compress,2.733,4.557,0.262,0.013,,0.0543681,165.521,,5.43681,0.165521,,,,7.85398e-5
Test7,1-Compress,2.767,4.553,0.266,0.020,,0.0551982,254.648,,5.51982,0.254648,,,,7.85398e-5
