SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
1:0.25 (rep 1),1-Compress,0,2.478,0,-0.004,,0,-50.9296,,0,-0.0509296,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.033,2.477,0.001,-0.004,,0.000403551,-50.9296,,0.0403551,-0.0509296,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.067,2.475,0.003,0.002,,0.00121065,25.4648,,0.121065,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.1,2.473,0.005,0.002,,0.00201776,25.4648,,0.201776,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.133,2.472,0.006,0.009,,0.00242131,114.592,,0.242131,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.167,2.47,0.008,0.009,,0.00322841,114.592,,0.322841,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.2,2.468,0.01,0.009,,0.00403551,114.592,,0.403551,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.233,2.467,0.011,0.009,,0.00443906,114.592,,0.443906,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.267,2.465,0.013,0.009,,0.00524617,114.592,,0.524617,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.3,2.463,0.015,0.002,,0.00605327,25.4648,,0.605327,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.333,2.462,0.016,0.002,,0.00645682,25.4648,,0.645682,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.367,2.46,0.018,0.002,,0.00726392,25.4648,,0.726392,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.4,2.458,0.02,0.002,,0.00807103,25.4648,,0.807103,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.433,2.457,0.021,0.009,,0.00847458,114.592,,0.847458,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.467,2.455,0.023,0.009,,0.00928168,114.592,,0.928168,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.5,2.454,0.024,0.002,,0.00968523,25.4648,,0.968523,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.533,2.452,0.026,0.002,,0.0104923,25.4648,,1.04923,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.567,2.45,0.028,0.009,,0.0112994,114.592,,1.12994,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.6,2.448,0.03,0.009,,0.0121065,114.592,,1.21065,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.633,2.447,0.031,0.002,,0.0125101,25.4648,,1.25101,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.667,2.445,0.033,0.002,,0.0133172,25.4648,,1.33172,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.7,2.444,0.034,0.002,,0.0137207,25.4648,,1.37207,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.733,2.442,0.036,0.002,,0.0145278,25.4648,,1.45278,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.767,2.44,0.038,0.009,,0.0153349,114.592,,1.53349,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.8,2.438,0.04,0.023,,0.0161421,292.845,,1.61421,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.833,2.437,0.041,0.016,,0.0165456,203.718,,1.65456,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.867,2.435,0.043,0.009,,0.0173527,114.592,,1.73527,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.9,2.434,0.044,0.002,,0.0177563,25.4648,,1.77563,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.933,2.432,0.046,0.009,,0.0185634,114.592,,1.85634,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,0.967,2.43,0.048,0.009,,0.0193705,114.592,,1.93705,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1,2.428,0.05,0.002,,0.0201776,25.4648,,2.01776,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.033,2.427,0.051,0.002,,0.0205811,25.4648,,2.05811,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.067,2.425,0.053,0.009,,0.0213882,114.592,,2.13882,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.1,2.424,0.054,0.016,,0.0217918,203.718,,2.17918,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.133,2.422,0.056,0.016,,0.0225989,203.718,,2.25989,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.167,2.42,0.058,0.009,,0.023406,114.592,,2.3406,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.2,2.419,0.059,0.002,,0.0238095,25.4648,,2.38095,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.233,2.417,0.061,0.002,,0.0246166,25.4648,,2.46166,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.267,2.415,0.063,0.009,,0.0254237,114.592,,2.54237,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.3,2.414,0.064,0.002,,0.0258273,25.4648,,2.58273,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.333,2.412,0.066,0.002,,0.0266344,25.4648,,2.66344,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.367,2.41,0.068,0.002,,0.0274415,25.4648,,2.74415,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.4,2.409,0.069,0.009,,0.027845,114.592,,2.7845,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.433,2.407,0.071,0.023,,0.0286521,292.845,,2.86521,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.467,2.405,0.073,0.023,,0.0294592,292.845,,2.94592,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.5,2.404,0.074,0.009,,0.0298628,114.592,,2.98628,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.533,2.402,0.076,0.002,,0.0306699,25.4648,,3.06699,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.567,2.4,0.078,0.009,,0.031477,114.592,,3.1477,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.6,2.399,0.079,0.009,,0.0318805,114.592,,3.18805,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.633,2.397,0.081,0.002,,0.0326877,25.4648,,3.26877,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.667,2.395,0.083,0.002,,0.0334948,25.4648,,3.34948,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.7,2.394,0.084,0.009,,0.0338983,114.592,,3.38983,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.733,2.392,0.086,0.016,,0.0347054,203.718,,3.47054,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.767,2.39,0.088,0.023,,0.0355125,292.845,,3.55125,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.8,2.389,0.089,0.016,,0.0359161,203.718,,3.59161,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.833,2.388,0.09,0.002,,0.0363196,25.4648,,3.63196,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.867,2.386,0.092,0.009,,0.0371267,114.592,,3.71267,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.9,2.384,0.094,0.009,,0.0379338,114.592,,3.79338,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.933,2.382,0.096,0.002,,0.0387409,25.4648,,3.87409,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,1.967,2.38,0.098,0.002,,0.039548,25.4648,,3.9548,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2,2.379,0.099,0.002,,0.0399516,25.4648,,3.99516,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.033,2.378,0.1,0.009,,0.0403551,114.592,,4.03551,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.067,2.376,0.102,0.009,,0.0411622,114.592,,4.11622,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.1,2.374,0.104,0.002,,0.0419693,25.4648,,4.19693,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.133,2.372,0.106,0.009,,0.0427764,114.592,,4.27764,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.167,2.37,0.108,0.016,,0.0435835,203.718,,4.35835,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.2,2.369,0.109,0.016,,0.0439871,203.718,,4.39871,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.233,2.368,0.11,0.009,,0.0443906,114.592,,4.43906,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.267,2.366,0.112,0.002,,0.0451977,25.4648,,4.51977,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.3,2.364,0.114,0.002,,0.0460048,25.4648,,4.60048,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.333,2.362,0.116,0.002,,0.0468119,25.4648,,4.68119,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.367,2.36,0.118,0.016,,0.047619,203.718,,4.7619,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.4,2.359,0.119,0.023,,0.0480226,292.845,,4.80226,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.433,2.358,0.12,0.03,,0.0484262,381.972,,4.84262,0.381972,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.467,2.356,0.122,0.016,,0.0492333,203.718,,4.92333,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.5,2.354,0.124,0.009,,0.0500404,114.592,,5.00404,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.533,2.353,0.125,0.009,,0.0504439,114.592,,5.04439,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.567,2.351,0.127,0.009,,0.051251,114.592,,5.1251,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.6,2.349,0.129,0.002,,0.0520581,25.4648,,5.20581,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.633,2.348,0.13,0.002,,0.0524617,25.4648,,5.24617,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.667,2.346,0.132,0.009,,0.0532688,114.592,,5.32688,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.7,2.344,0.134,0.016,,0.0540759,203.718,,5.40759,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.733,2.343,0.135,0.009,,0.0544794,114.592,,5.44794,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.767,2.341,0.137,0.009,,0.0552865,114.592,,5.52865,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.8,2.339,0.139,0.016,,0.0560936,203.718,,5.60936,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.833,2.338,0.14,0.016,,0.0564972,203.718,,5.64972,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.867,2.336,0.142,0.016,,0.0573043,203.718,,5.73043,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.9,2.334,0.144,0.009,,0.0581114,114.592,,5.81114,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.933,2.333,0.145,0.002,,0.0585149,25.4648,,5.85149,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,2.967,2.331,0.147,0.002,,0.059322,25.4648,,5.9322,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3,2.329,0.149,0.009,,0.0601291,114.592,,6.01291,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.033,2.328,0.15,0.016,,0.0605327,203.718,,6.05327,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.067,2.326,0.152,0.023,,0.0613398,292.845,,6.13398,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.1,2.324,0.154,0.023,,0.0621469,292.845,,6.21469,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.133,2.323,0.155,0.023,,0.0625504,292.845,,6.25504,0.292845,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.167,2.321,0.157,0.016,,0.0633575,203.718,,6.33575,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.2,2.32,0.158,0.016,,0.0637611,203.718,,6.37611,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.233,2.318,0.16,0.009,,0.0645682,114.592,,6.45682,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.267,2.316,0.162,0.002,,0.0653753,25.4648,,6.53753,0.0254648,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.3,2.314,0.164,0.009,,0.0661824,114.592,,6.61824,0.114592,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.333,2.313,0.165,0.016,,0.066586,203.718,,6.6586,0.203718,,,,7.85398e-5
1:0.25 (rep 1),1-Compress,3.367,2.311,0.167,0.03,,0.0673931,381.972,,6.73931,0.381972,,,,7.85398e-5
