SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test1,1-Compress,0.000,6.901,-0,0.039,,0,496.564,,0,0.496564,,,,7.85398e-5
Test1,1-Compress,0.033,6.9,0.001,0.005,,0.000144907,63.662,,0.0144907,0.063662,,,,7.85398e-5
Test1,1-Compress,0.067,6.894,0.007,0.039,,0.00101435,496.564,,0.101435,0.496564,,,,7.85398e-5
Test1,1-Compress,0.100,6.89,0.011,0.039,,0.00159397,496.564,,0.159397,0.496564,,,,7.85398e-5
Test1,1-Compress,0.133,6.886,0.015,0.039,,0.0021736,496.564,,0.21736,0.496564,,,,7.85398e-5
Test1,1-Compress,0.167,6.88,0.021,0.039,,0.00304304,496.564,,0.304304,0.496564,,,,7.85398e-5
Test1,1-Compress,0.200,6.876,0.025,0.039,,0.00362266,496.564,,0.362266,0.496564,,,,7.85398e-5
Test1,1-Compress,0.233,6.872,0.029,0.039,,0.00420229,496.564,,0.420229,0.496564,,,,7.85398e-5
Test1,1-Compress,0.267,6.866,0.035,0.039,,0.00507173,496.564,,0.507173,0.496564,,,,7.85398e-5
Test1,1-Compress,0.300,6.862,0.039,0.039,,0.00565135,496.564,,0.565135,0.496564,,,,7.85398e-5
Test1,1-Compress,0.333,6.858,0.043,0.039,,0.00623098,496.564,,0.623098,0.496564,,,,7.85398e-5
Test1,1-Compress,0.367,6.852,0.049,0.039,,0.00710042,496.564,,0.710042,0.496564,,,,7.85398e-5
Test1,1-Compress,0.400,6.848,0.053,0.039,,0.00768005,496.564,,0.768005,0.496564,,,,7.85398e-5
Test1,1-Compress,0.433,6.844,0.057,0.039,,0.00825967,496.564,,0.825967,0.496564,,,,7.85398e-5
Test1,1-Compress,0.467,6.839,0.062,0.039,,0.00898421,496.564,,0.898421,0.496564,,,,7.85398e-5
Test1,1-Compress,0.500,6.834,0.067,0.039,,0.00970874,496.564,,0.970874,0.496564,,,,7.85398e-5
Test1,1-Compress,0.533,6.83,0.071,0.039,,0.0102884,496.564,,1.02884,0.496564,,,,7.85398e-5
Test1,1-Compress,0.567,6.825,0.076,0.039,,0.0110129,496.564,,1.10129,0.496564,,,,7.85398e-5
Test1,1-Compress,0.600,6.821,0.08,0.039,,0.0115925,496.564,,1.15925,0.496564,,,,7.85398e-5
Test1,1-Compress,0.633,6.816,0.085,0.039,,0.0123171,496.564,,1.23171,0.496564,,,,7.85398e-5
Test1,1-Compress,0.667,6.811,0.09,0.039,,0.0130416,496.564,,1.30416,0.496564,,,,7.85398e-5
Test1,1-Compress,0.700,6.807,0.094,0.039,,0.0136212,496.564,,1.36212,0.496564,,,,7.85398e-5
Test1,1-Compress,0.733,6.803,0.098,0.039,,0.0142008,496.564,,1.42008,0.496564,,,,7.85398e-5
Test1,1-Compress,0.767,6.797,0.104,0.039,,0.0150703,496.564,,1.50703,0.496564,,,,7.85398e-5
Test1,1-Compress,0.800,6.793,0.108,0.039,,0.0156499,496.564,,1.56499,0.496564,,,,7.85398e-5
Test1,1-Compress,0.833,6.789,0.112,0.039,,0.0162295,496.564,,1.62295,0.496564,,,,7.85398e-5
Test1,1-Compress,0.867,6.783,0.118,0.039,,0.017099,496.564,,1.7099,0.496564,,,,7.85398e-5
Test1,1-Compress,0.900,6.779,0.122,0.046,,0.0176786,585.69,,1.76786,0.58569,,,,7.85398e-5
Test1,1-Compress,0.933,6.775,0.126,0.046,,0.0182582,585.69,,1.82582,0.58569,,,,7.85398e-5
Test1,1-Compress,0.967,6.77,0.131,0.046,,0.0189828,585.69,,1.89828,0.58569,,,,7.85398e-5
Test1,1-Compress,1.000,6.765,0.136,0.039,,0.0197073,496.564,,1.97073,0.496564,,,,7.85398e-5
Test1,1-Compress,1.033,6.761,0.14,0.039,,0.0202869,496.564,,2.02869,0.496564,,,,7.85398e-5
Test1,1-Compress,1.067,6.756,0.145,0.039,,0.0210114,496.564,,2.10114,0.496564,,,,7.85398e-5
Test1,1-Compress,1.100,6.751,0.15,0.039,,0.021736,496.564,,2.1736,0.496564,,,,7.85398e-5
Test1,1-Compress,1.133,6.747,0.154,0.039,,0.0223156,496.564,,2.23156,0.496564,,,,7.85398e-5
Test1,1-Compress,1.167,6.742,0.159,0.046,,0.0230401,585.69,,2.30401,0.58569,,,,7.85398e-5
Test1,1-Compress,1.200,6.738,0.163,0.046,,0.0236198,585.69,,2.36198,0.58569,,,,7.85398e-5
Test1,1-Compress,1.233,6.734,0.167,0.046,,0.0241994,585.69,,2.41994,0.58569,,,,7.85398e-5
Test1,1-Compress,1.267,6.728,0.173,0.039,,0.0250688,496.564,,2.50688,0.496564,,,,7.85398e-5
Test1,1-Compress,1.300,6.724,0.177,0.039,,0.0256485,496.564,,2.56485,0.496564,,,,7.85398e-5
Test1,1-Compress,1.333,6.72,0.181,0.039,,0.0262281,496.564,,2.62281,0.496564,,,,7.85398e-5
Test1,1-Compress,1.367,6.714,0.187,0.039,,0.0270975,496.564,,2.70975,0.496564,,,,7.85398e-5
Test1,1-Compress,1.400,6.71,0.191,0.039,,0.0276771,496.564,,2.76771,0.496564,,,,7.85398e-5
Test1,1-Compress,1.433,6.706,0.195,0.039,,0.0282568,496.564,,2.82568,0.496564,,,,7.85398e-5
Test1,1-Compress,1.467,6.7,0.201,0.039,,0.0291262,496.564,,2.91262,0.496564,,,,7.85398e-5
Test1,1-Compress,1.500,6.696,0.205,0.039,,0.0297058,496.564,,2.97058,0.496564,,,,7.85398e-5
Test1,1-Compress,1.533,6.692,0.209,0.032,,0.0302855,407.437,,3.02855,0.407437,,,,7.85398e-5
Test1,1-Compress,1.567,6.686,0.215,0.039,,0.0311549,496.564,,3.11549,0.496564,,,,7.85398e-5
Test1,1-Compress,1.600,6.683,0.218,0.039,,0.0315896,496.564,,3.15896,0.496564,,,,7.85398e-5
Test1,1-Compress,1.633,6.678,0.223,0.039,,0.0323142,496.564,,3.23142,0.496564,,,,7.85398e-5
Test1,1-Compress,1.667,6.673,0.228,0.039,,0.0330387,496.564,,3.30387,0.496564,,,,7.85398e-5
Test1,1-Compress,1.700,6.669,0.232,0.039,,0.0336183,496.564,,3.36183,0.496564,,,,7.85398e-5
Test1,1-Compress,1.733,6.664,0.237,0.039,,0.0343428,496.564,,3.43428,0.496564,,,,7.85398e-5
Test1,1-Compress,1.767,6.659,0.242,0.039,,0.0350674,496.564,,3.50674,0.496564,,,,7.85398e-5
Test1,1-Compress,1.800,6.655,0.246,0.046,,0.035647,585.69,,3.5647,0.58569,,,,7.85398e-5
Test1,1-Compress,1.833,6.651,0.25,0.046,,0.0362266,585.69,,3.62266,0.58569,,,,7.85398e-5
Test1,1-Compress,1.867,6.645,0.256,0.039,,0.0370961,496.564,,3.70961,0.496564,,,,7.85398e-5
Test1,1-Compress,1.900,6.641,0.26,0.032,,0.0376757,407.437,,3.76757,0.407437,,,,7.85398e-5
Test1,1-Compress,1.933,6.637,0.264,0.039,,0.0382553,496.564,,3.82553,0.496564,,,,7.85398e-5
Test1,1-Compress,1.967,6.631,0.27,0.039,,0.0391248,496.564,,3.91248,0.496564,,,,7.85398e-5
Test1,1-Compress,2.000,6.627,0.274,0.039,,0.0397044,496.564,,3.97044,0.496564,,,,7.85398e-5
Test1,1-Compress,2.033,6.623,0.278,0.039,,0.040284,496.564,,4.0284,0.496564,,,,7.85398e-5
Test1,1-Compress,2.067,6.617,0.284,0.039,,0.0411535,496.564,,4.11535,0.496564,,,,7.85398e-5
Test1,1-Compress,2.100,6.613,0.288,0.039,,0.0417331,496.564,,4.17331,0.496564,,,,7.85398e-5
Test1,1-Compress,2.133,6.609,0.292,0.039,,0.0423127,496.564,,4.23127,0.496564,,,,7.85398e-5
Test1,1-Compress,2.167,6.604,0.297,0.039,,0.0430372,496.564,,4.30372,0.496564,,,,7.85398e-5
Test1,1-Compress,2.200,6.599,0.302,0.039,,0.0437618,496.564,,4.37618,0.496564,,,,7.85398e-5
Test1,1-Compress,2.233,6.595,0.306,0.039,,0.0443414,496.564,,4.43414,0.496564,,,,7.85398e-5
Test1,1-Compress,2.267,6.59,0.311,0.039,,0.0450659,496.564,,4.50659,0.496564,,,,7.85398e-5
Test1,1-Compress,2.300,6.585,0.316,0.039,,0.0457905,496.564,,4.57905,0.496564,,,,7.85398e-5
Test1,1-Compress,2.333,6.582,0.319,0.039,,0.0462252,496.564,,4.62252,0.496564,,,,7.85398e-5
Test1,1-Compress,2.367,6.576,0.325,0.039,,0.0470946,496.564,,4.70946,0.496564,,,,7.85398e-5
Test1,1-Compress,2.400,6.572,0.329,0.039,,0.0476743,496.564,,4.76743,0.496564,,,,7.85398e-5
Test1,1-Compress,2.433,6.568,0.333,0.046,,0.0482539,585.69,,4.82539,0.58569,,,,7.85398e-5
Test1,1-Compress,2.467,6.562,0.339,0.046,,0.0491233,585.69,,4.91233,0.58569,,,,7.85398e-5
Test1,1-Compress,2.500,6.558,0.343,0.046,,0.0497029,585.69,,4.97029,0.58569,,,,7.85398e-5
Test1,1-Compress,2.533,6.554,0.347,0.046,,0.0502826,585.69,,5.02826,0.58569,,,,7.85398e-5
Test1,1-Compress,2.567,6.548,0.353,0.039,,0.051152,496.564,,5.1152,0.496564,,,,7.85398e-5
Test1,1-Compress,2.600,6.544,0.357,0.039,,0.0517316,496.564,,5.17316,0.496564,,,,7.85398e-5
Test1,1-Compress,2.633,6.54,0.361,0.039,,0.0523113,496.564,,5.23113,0.496564,,,,7.85398e-5
Test1,1-Compress,2.667,6.535,0.366,0.039,,0.0530358,496.564,,5.30358,0.496564,,,,7.85398e-5
Test1,1-Compress,2.700,6.53,0.371,0.039,,0.0537603,496.564,,5.37603,0.496564,,,,7.85398e-5
Test1,1-Compress,2.733,6.526,0.375,0.039,,0.05434,496.564,,5.434,0.496564,,,,7.85398e-5
Test1,1-Compress,2.767,6.521,0.38,0.039,,0.0550645,496.564,,5.50645,0.496564,,,,7.85398e-5
Test1,1-Compress,2.800,6.517,0.384,0.039,,0.0556441,496.564,,5.56441,0.496564,,,,7.85398e-5
Test1,1-Compress,2.833,6.512,0.389,0.046,,0.0563686,585.69,,5.63686,0.58569,,,,7.85398e-5
Test1,1-Compress,2.867,6.507,0.394,0.046,,0.0570932,585.69,,5.70932,0.58569,,,,7.85398e-5
Test1,1-Compress,2.900,6.503,0.398,0.039,,0.0576728,496.564,,5.76728,0.496564,,,,7.85398e-5
Test1,1-Compress,2.933,6.498,0.403,0.039,,0.0583973,496.564,,5.83973,0.496564,,,,7.85398e-5
Test1,1-Compress,2.967,6.493,0.408,0.039,,0.0591219,496.564,,5.91219,0.496564,,,,7.85398e-5
Test1,1-Compress,3.000,6.489,0.412,0.039,,0.0597015,496.564,,5.97015,0.496564,,,,7.85398e-5
Test1,1-Compress,3.033,6.485,0.416,0.039,,0.0602811,496.564,,6.02811,0.496564,,,,7.85398e-5
Test1,1-Compress,3.067,6.479,0.422,0.039,,0.0611506,496.564,,6.11506,0.496564,,,,7.85398e-5
Test1,1-Compress,3.100,6.475,0.426,0.046,,0.0617302,585.69,,6.17302,0.58569,,,,7.85398e-5
Test1,1-Compress,3.133,6.471,0.43,0.046,,0.0623098,585.69,,6.23098,0.58569,,,,7.85398e-5
Test1,1-Compress,3.167,6.465,0.436,0.046,,0.0631792,585.69,,6.31792,0.58569,,,,7.85398e-5
Test1,1-Compress,3.200,6.461,0.44,0.039,,0.0637589,496.564,,6.37589,0.496564,,,,7.85398e-5
Test1,1-Compress,3.233,6.457,0.444,0.039,,0.0643385,496.564,,6.43385,0.496564,,,,7.85398e-5
Test1,1-Compress,3.267,6.452,0.449,0.039,,0.065063,496.564,,6.5063,0.496564,,,,7.85398e-5
Test1,1-Compress,3.300,6.448,0.453,0.039,,0.0656427,496.564,,6.56427,0.496564,,,,7.85398e-5
Test1,1-Compress,3.333,6.443,0.458,0.039,,0.0663672,496.564,,6.63672,0.496564,,,,7.85398e-5
Test1,1-Compress,3.367,6.438,0.463,0.039,,0.0670917,496.564,,6.70917,0.496564,,,,7.85398e-5
Test1,1-Compress,3.400,6.434,0.467,0.039,,0.0676714,496.564,,6.76714,0.496564,,,,7.85398e-5
Test1,1-Compress,3.433,6.429,0.472,0.046,,0.0683959,585.69,,6.83959,0.58569,,,,7.85398e-5
Test1,1-Compress,3.467,6.424,0.477,0.046,,0.0691204,585.69,,6.91204,0.58569,,,,7.85398e-5
Test1,1-Compress,3.500,6.42,0.481,0.046,,0.0697,585.69,,6.97,0.58569,,,,7.85398e-5
Test1,1-Compress,3.533,6.416,0.485,0.039,,0.0702797,496.564,,7.02797,0.496564,,,,7.85398e-5
Test1,1-Compress,3.567,6.41,0.491,0.039,,0.0711491,496.564,,7.11491,0.496564,,,,7.85398e-5
Test1,1-Compress,3.600,6.406,0.495,0.039,,0.0717287,496.564,,7.17287,0.496564,,,,7.85398e-5
Test1,1-Compress,3.633,6.402,0.499,0.039,,0.0723084,496.564,,7.23084,0.496564,,,,7.85398e-5
Test1,1-Compress,3.667,6.396,0.505,0.039,,0.0731778,496.564,,7.31778,0.496564,,,,7.85398e-5
Test1,1-Compress,3.700,6.392,0.509,0.039,,0.0737574,496.564,,7.37574,0.496564,,,,7.85398e-5
Test1,1-Compress,3.733,6.388,0.513,0.039,,0.0743371,496.564,,7.43371,0.496564,,,,7.85398e-5
Test1,1-Compress,3.767,6.382,0.519,0.039,,0.0752065,496.564,,7.52065,0.496564,,,,7.85398e-5
Test1,1-Compress,3.800,6.378,0.523,0.039,,0.0757861,496.564,,7.57861,0.496564,,,,7.85398e-5
Test1,1-Compress,3.833,6.374,0.527,0.039,,0.0763657,496.564,,7.63657,0.496564,,,,7.85398e-5
Test1,1-Compress,3.867,6.368,0.533,0.039,,0.0772352,496.564,,7.72352,0.496564,,,,7.85398e-5
Test1,1-Compress,3.900,6.364,0.537,0.039,,0.0778148,496.564,,7.78148,0.496564,,,,7.85398e-5
Test1,1-Compress,3.933,6.36,0.541,0.039,,0.0783944,496.564,,7.83944,0.496564,,,,7.85398e-5
Test1,1-Compress,3.967,6.355,0.546,0.039,,0.079119,496.564,,7.9119,0.496564,,,,7.85398e-5
Test1,1-Compress,4.000,6.351,0.55,0.039,,0.0796986,496.564,,7.96986,0.496564,,,,7.85398e-5
Test1,1-Compress,4.033,6.347,0.554,0.039,,0.0802782,496.564,,8.02782,0.496564,,,,7.85398e-5
Test1,1-Compress,4.067,6.341,0.56,0.046,,0.0811477,585.69,,8.11477,0.58569,,,,7.85398e-5
Test1,1-Compress,4.100,6.337,0.564,0.046,,0.0817273,585.69,,8.17273,0.58569,,,,7.85398e-5
Test1,1-Compress,4.133,6.333,0.568,0.039,,0.0823069,496.564,,8.23069,0.496564,,,,7.85398e-5
Test1,1-Compress,4.167,6.327,0.574,0.039,,0.0831764,496.564,,8.31764,0.496564,,,,7.85398e-5
Test1,1-Compress,4.200,6.323,0.578,0.039,,0.083756,496.564,,8.3756,0.496564,,,,7.85398e-5
Test1,1-Compress,4.233,6.319,0.582,0.039,,0.0843356,496.564,,8.43356,0.496564,,,,7.85398e-5
Test1,1-Compress,4.267,6.313,0.588,0.039,,0.085205,496.564,,8.5205,0.496564,,,,7.85398e-5
Test1,1-Compress,4.300,6.309,0.592,0.039,,0.0857847,496.564,,8.57847,0.496564,,,,7.85398e-5
Test1,1-Compress,4.333,6.305,0.596,0.039,,0.0863643,496.564,,8.63643,0.496564,,,,7.85398e-5
Test1,1-Compress,4.367,6.299,0.602,0.039,,0.0872337,496.564,,8.72337,0.496564,,,,7.85398e-5
Test1,1-Compress,4.400,6.295,0.606,0.046,,0.0878134,585.69,,8.78134,0.58569,,,,7.85398e-5
Test1,1-Compress,4.433,6.291,0.61,0.046,,0.088393,585.69,,8.8393,0.58569,,,,7.85398e-5
Test1,1-Compress,4.467,6.286,0.615,0.039,,0.0891175,496.564,,8.91175,0.496564,,,,7.85398e-5
Test1,1-Compress,4.500,6.282,0.619,0.039,,0.0896971,496.564,,8.96971,0.496564,,,,7.85398e-5
Test1,1-Compress,4.533,6.277,0.624,0.039,,0.0904217,496.564,,9.04217,0.496564,,,,7.85398e-5
Test1,1-Compress,4.567,6.272,0.629,0.039,,0.0911462,496.564,,9.11462,0.496564,,,,7.85398e-5
Test1,1-Compress,4.600,6.268,0.633,0.039,,0.0917258,496.564,,9.17258,0.496564,,,,7.85398e-5
Test1,1-Compress,4.633,6.263,0.638,0.039,,0.0924504,496.564,,9.24504,0.496564,,,,7.85398e-5
Test1,1-Compress,4.667,6.258,0.643,0.046,,0.0931749,585.69,,9.31749,0.58569,,,,7.85398e-5
Test1,1-Compress,4.700,6.254,0.647,0.046,,0.0937545,585.69,,9.37545,0.58569,,,,7.85398e-5
Test1,1-Compress,4.733,6.25,0.651,0.046,,0.0943342,585.69,,9.43342,0.58569,,,,7.85398e-5
Test1,1-Compress,4.767,6.244,0.657,0.046,,0.0952036,585.69,,9.52036,0.58569,,,,7.85398e-5
Test1,1-Compress,4.800,6.24,0.661,0.039,,0.0957832,496.564,,9.57832,0.496564,,,,7.85398e-5
Test1,1-Compress,4.833,6.236,0.665,0.039,,0.0963628,496.564,,9.63628,0.496564,,,,7.85398e-5
Test1,1-Compress,4.867,6.23,0.671,0.039,,0.0972323,496.564,,9.72323,0.496564,,,,7.85398e-5
Test1,1-Compress,4.900,6.226,0.675,0.039,,0.0978119,496.564,,9.78119,0.496564,,,,7.85398e-5
Test1,1-Compress,4.933,6.222,0.679,0.039,,0.0983915,496.564,,9.83915,0.496564,,,,7.85398e-5
Test1,1-Compress,4.967,6.217,0.684,0.039,,0.0991161,496.564,,9.91161,0.496564,,,,7.85398e-5
Test1,1-Compress,5.000,6.212,0.689,0.046,,0.0998406,585.69,,9.98406,0.58569,,,,7.85398e-5
Test1,1-Compress,5.033,6.208,0.693,0.046,,0.10042,585.69,,10.042,0.58569,,,,7.85398e-5
Test1,1-Compress,5.067,6.203,0.698,0.046,,0.101145,585.69,,10.1145,0.58569,,,,7.85398e-5
Test1,1-Compress,5.100,6.198,0.703,0.046,,0.101869,585.69,,10.1869,0.58569,,,,7.85398e-5
Test1,1-Compress,5.133,6.194,0.707,0.039,,0.102449,496.564,,10.2449,0.496564,,,,7.85398e-5
Test1,1-Compress,5.167,6.189,0.712,0.039,,0.103173,496.564,,10.3173,0.496564,,,,7.85398e-5
Test1,1-Compress,5.200,6.185,0.716,0.039,,0.103753,496.564,,10.3753,0.496564,,,,7.85398e-5
Test1,1-Compress,5.233,6.181,0.72,0.039,,0.104333,496.564,,10.4333,0.496564,,,,7.85398e-5
Test1,1-Compress,5.267,6.175,0.726,0.039,,0.105202,496.564,,10.5202,0.496564,,,,7.85398e-5
Test1,1-Compress,5.300,6.171,0.73,0.046,,0.105782,585.69,,10.5782,0.58569,,,,7.85398e-5
Test1,1-Compress,5.333,6.167,0.734,0.046,,0.106361,585.69,,10.6361,0.58569,,,,7.85398e-5
Test1,1-Compress,5.367,6.161,0.74,0.046,,0.107231,585.69,,10.7231,0.58569,,,,7.85398e-5
Test1,1-Compress,5.400,6.157,0.744,0.046,,0.10781,585.69,,10.781,0.58569,,,,7.85398e-5
Test1,1-Compress,5.433,6.153,0.748,0.039,,0.10839,496.564,,10.839,0.496564,,,,7.85398e-5
Test1,1-Compress,5.467,6.147,0.754,0.039,,0.10926,496.564,,10.926,0.496564,,,,7.85398e-5
