SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test1,1-Compress,0.000,3.839,-0,-0.003,,0,-38.1972,,0,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.033,3.838,0.001,-0.003,,0.000260485,-38.1972,,0.0260485,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.067,3.834,0.005,0.010,,0.00130242,127.324,,0.130242,0.127324,,,,7.85398e-5
Test1,1-Compress,0.100,3.832,0.007,0.010,,0.00182339,127.324,,0.182339,0.127324,,,,7.85398e-5
Test1,1-Compress,0.133,3.83,0.009,-0.003,,0.00234436,-38.1972,,0.234436,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.167,3.827,0.012,0.003,,0.00312581,38.1972,,0.312581,0.0381972,,,,7.85398e-5
Test1,1-Compress,0.200,3.824,0.015,0.003,,0.00390727,38.1972,,0.390727,0.0381972,,,,7.85398e-5
Test1,1-Compress,0.233,3.822,0.017,0.010,,0.00442824,127.324,,0.442824,0.127324,,,,7.85398e-5
Test1,1-Compress,0.267,3.819,0.02,0.017,,0.00520969,216.451,,0.520969,0.216451,,,,7.85398e-5
Test1,1-Compress,0.300,3.817,0.022,0.010,,0.00573066,127.324,,0.573066,0.127324,,,,7.85398e-5
Test1,1-Compress,0.333,3.814,0.025,-0.003,,0.00651211,-38.1972,,0.651211,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.367,3.812,0.027,-0.003,,0.00703308,-38.1972,,0.703308,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.400,3.809,0.03,-0.003,,0.00781454,-38.1972,,0.781454,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.433,3.807,0.032,-0.003,,0.0083355,-38.1972,,0.83355,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.467,3.804,0.035,-0.003,,0.00911696,-38.1972,,0.911696,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.500,3.801,0.038,0.003,,0.00989841,38.1972,,0.989841,0.0381972,,,,7.85398e-5
Test1,1-Compress,0.533,3.799,0.04,0.003,,0.0104194,38.1972,,1.04194,0.0381972,,,,7.85398e-5
Test1,1-Compress,0.567,3.796,0.043,0.010,,0.0112008,127.324,,1.12008,0.127324,,,,7.85398e-5
Test1,1-Compress,0.600,3.794,0.045,0.010,,0.0117218,127.324,,1.17218,0.127324,,,,7.85398e-5
Test1,1-Compress,0.633,3.791,0.048,0.003,,0.0125033,38.1972,,1.25033,0.0381972,,,,7.85398e-5
Test1,1-Compress,0.667,3.788,0.051,-0.003,,0.0132847,-38.1972,,1.32847,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.700,3.786,0.053,-0.003,,0.0138057,-38.1972,,1.38057,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.733,3.784,0.055,-0.003,,0.0143266,-38.1972,,1.43266,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.767,3.781,0.058,-0.003,,0.0151081,-38.1972,,1.51081,-0.0381972,,,,7.85398e-5
Test1,1-Compress,0.800,3.778,0.061,-0.003,,0.0158896,-38.1972,,1.58896,-0.0381972,,,,7.85398e-5
