SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
1:0 (rep 3),1-Compress,0,2.789,0,0.011,,0,140.056,,0,0.140056,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.033,2.788,0.001,0.011,,0.000358551,140.056,,0.0358551,0.140056,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.067,2.786,0.003,0.018,,0.00107565,229.183,,0.107565,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.1,2.784,0.005,0.018,,0.00179276,229.183,,0.179276,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.133,2.782,0.007,0.018,,0.00250986,229.183,,0.250986,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.167,2.78,0.009,0.018,,0.00322696,229.183,,0.322696,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.2,2.778,0.011,0.018,,0.00394407,229.183,,0.394407,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.233,2.776,0.013,0.018,,0.00466117,229.183,,0.466117,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.267,2.774,0.015,0.032,,0.00537827,407.437,,0.537827,0.407437,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.3,2.772,0.017,0.032,,0.00609537,407.437,,0.609537,0.407437,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.333,2.771,0.018,0.025,,0.00645393,318.31,,0.645393,0.31831,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.367,2.768,0.021,0.025,,0.00752958,318.31,,0.752958,0.31831,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.4,2.767,0.022,0.018,,0.00788813,229.183,,0.788813,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.433,2.765,0.024,0.018,,0.00860523,229.183,,0.860523,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.467,2.763,0.026,0.018,,0.00932234,229.183,,0.932234,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.5,2.761,0.028,0.018,,0.0100394,229.183,,1.00394,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.533,2.76,0.029,0.018,,0.010398,229.183,,1.0398,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.567,2.757,0.032,0.025,,0.0114736,318.31,,1.14736,0.31831,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.6,2.756,0.033,0.025,,0.0118322,318.31,,1.18322,0.31831,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.633,2.754,0.035,0.025,,0.0125493,318.31,,1.25493,0.31831,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.667,2.752,0.037,0.018,,0.0132664,229.183,,1.32664,0.229183,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.7,2.75,0.039,0.011,,0.0139835,140.056,,1.39835,0.140056,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.733,2.749,0.04,0.011,,0.0143421,140.056,,1.43421,0.140056,,,,7.85398e-5
1:0 (rep 3),1-Compress,0.767,2.747,0.042,0.018,,0.0150592,229.183,,1.50592,0.229183,,,,7.85398e-5
