SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
1:1 (rep 3),1-Compress,0,2.815,0,-0.004,,0,-50.9296,,0,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.033,2.814,0.001,-0.004,,0.00035524,-50.9296,,0.035524,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.067,2.812,0.003,-0.004,,0.00106572,-50.9296,,0.106572,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.1,2.81,0.005,-0.004,,0.0017762,-50.9296,,0.17762,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.133,2.808,0.007,-0.004,,0.00248668,-50.9296,,0.248668,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.167,2.806,0.009,0.002,,0.00319716,25.4648,,0.319716,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.2,2.804,0.011,0.002,,0.00390764,25.4648,,0.390764,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.233,2.802,0.013,0.009,,0.00461812,114.592,,0.461812,0.114592,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.267,2.8,0.015,0.002,,0.0053286,25.4648,,0.53286,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.3,2.798,0.017,0.002,,0.00603908,25.4648,,0.603908,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.333,2.797,0.018,0.002,,0.00639432,25.4648,,0.639432,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.367,2.794,0.021,-0.004,,0.00746004,-50.9296,,0.746004,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.4,2.793,0.022,-0.004,,0.00781528,-50.9296,,0.781528,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.433,2.791,0.024,-0.004,,0.00852575,-50.9296,,0.852575,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.467,2.789,0.026,0.002,,0.00923623,25.4648,,0.923623,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.5,2.787,0.028,0.002,,0.00994671,25.4648,,0.994671,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.533,2.786,0.029,0.002,,0.010302,25.4648,,1.0302,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.567,2.783,0.032,0.002,,0.0113677,25.4648,,1.13677,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.6,2.782,0.033,0.002,,0.0117229,25.4648,,1.17229,0.0254648,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.633,2.78,0.035,-0.004,,0.0124334,-50.9296,,1.24334,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.667,2.778,0.037,-0.004,,0.0131439,-50.9296,,1.31439,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.7,2.776,0.039,-0.004,,0.0138544,-50.9296,,1.38544,-0.0509296,,,,7.85398e-5
1:1 (rep 3),1-Compress,0.733,2.774,0.041,-0.004,,0.0145648,-50.9296,,1.45648,-0.0509296,,,,7.85398e-5
