SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,,Strain,Stress(Pascal),,%Strain,Stress(kPa),,,,Area(m^2)
Test1,1-Compress,0.000,6.744,-0,0.014,,0,178.254,,0,0.178254,,,,7.85398e-5
Test1,1-Compress,0.033,6.743,0.001,0.020,,0.00014828,254.648,,0.014828,0.254648,,,,7.85398e-5
Test1,1-Compress,0.067,6.737,0.007,0.000,,0.00103796,0,,0.103796,0,,,,7.85398e-5
Test1,1-Compress,0.100,6.733,0.011,0.000,,0.00163108,0,,0.163108,0,,,,7.85398e-5
Test1,1-Compress,0.133,6.729,0.015,0.014,,0.0022242,178.254,,0.22242,0.178254,,,,7.85398e-5
Test1,1-Compress,0.167,6.723,0.021,0.034,,0.00311388,432.902,,0.311388,0.432902,,,,7.85398e-5
Test1,1-Compress,0.200,6.719,0.025,0.027,,0.003707,343.775,,0.3707,0.343775,,,,7.85398e-5
Test1,1-Compress,0.233,6.716,0.028,0.007,,0.00415184,89.1268,,0.415184,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.267,6.71,0.034,-0.020,,0.00504152,-254.648,,0.504152,-0.254648,,,,7.85398e-5
Test1,1-Compress,0.300,6.706,0.038,-0.014,,0.00563464,-178.254,,0.563464,-0.178254,,,,7.85398e-5
Test1,1-Compress,0.333,6.702,0.042,-0.007,,0.00622776,-89.1268,,0.622776,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.367,6.696,0.048,0.014,,0.00711744,178.254,,0.711744,0.178254,,,,7.85398e-5
Test1,1-Compress,0.400,6.692,0.052,0.027,,0.00771056,343.775,,0.771056,0.343775,,,,7.85398e-5
Test1,1-Compress,0.433,6.688,0.056,0.014,,0.00830368,178.254,,0.830368,0.178254,,,,7.85398e-5
Test1,1-Compress,0.467,6.683,0.061,-0.007,,0.00904508,-89.1268,,0.904508,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.500,6.679,0.065,-0.014,,0.0096382,-178.254,,0.96382,-0.178254,,,,7.85398e-5
Test1,1-Compress,0.533,6.675,0.069,0.000,,0.0102313,0,,1.02313,0,,,,7.85398e-5
Test1,1-Compress,0.567,6.669,0.075,0.007,,0.011121,89.1268,,1.1121,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.600,6.665,0.079,0.014,,0.0117141,178.254,,1.17141,0.178254,,,,7.85398e-5
Test1,1-Compress,0.633,6.661,0.083,0.007,,0.0123072,89.1268,,1.23072,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.667,6.656,0.088,0.007,,0.0130486,89.1268,,1.30486,0.0891268,,,,7.85398e-5
Test1,1-Compress,0.700,6.652,0.092,-0.007,,0.0136418,-89.1268,,1.36418,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.733,6.648,0.096,-0.014,,0.0142349,-178.254,,1.42349,-0.178254,,,,7.85398e-5
Test1,1-Compress,0.767,6.643,0.101,0.014,,0.0149763,178.254,,1.49763,0.178254,,,,7.85398e-5
Test1,1-Compress,0.800,6.638,0.106,0.027,,0.0157177,343.775,,1.57177,0.343775,,,,7.85398e-5
Test1,1-Compress,0.833,6.634,0.11,0.034,,0.0163108,432.902,,1.63108,0.432902,,,,7.85398e-5
Test1,1-Compress,0.867,6.629,0.115,0.014,,0.0170522,178.254,,1.70522,0.178254,,,,7.85398e-5
Test1,1-Compress,0.900,6.625,0.119,-0.007,,0.0176453,-89.1268,,1.76453,-0.0891268,,,,7.85398e-5
Test1,1-Compress,0.933,6.621,0.123,-0.020,,0.0182384,-254.648,,1.82384,-0.254648,,,,7.85398e-5
Test1,1-Compress,0.967,6.616,0.128,-0.007,,0.0189798,-89.1268,,1.89798,-0.0891268,,,,7.85398e-5
Test1,1-Compress,1.000,6.611,0.133,0.007,,0.0197212,89.1268,,1.97212,0.0891268,,,,7.85398e-5
Test1,1-Compress,1.033,6.607,0.137,0.020,,0.0203144,254.648,,2.03144,0.254648,,,,7.85398e-5
Test1,1-Compress,1.067,6.602,0.142,0.014,,0.0210558,178.254,,2.10558,0.178254,,,,7.85398e-5
Test1,1-Compress,1.100,6.598,0.146,-0.007,,0.0216489,-89.1268,,2.16489,-0.0891268,,,,7.85398e-5
